TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank,team,conference,record,adj_em,adj_o,adj_o_rank,adj_d,adj_d_rank,adj_tempo,adj_tempo_rank,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed
Georgetown,2012,1207,1985,2021,X03,15,Georgetown,BE,24-9,21.05,111.2,45,90.1,9,62.1,294,-0.014,202,8.32,18,107.3,22,99,18,-1.04,188,3
Vanderbilt,2012,1435,1985,2021,W05,16,Vanderbilt,SEC,25-11,20.9,115.6,14,94.7,35,64.7,188,-0.048,280,8.48,13,107.7,14,99.2,24,3.03,79,5
Louisville,2012,1257,1985,2021,Z04,17,Louisville,BE,30-10,20.67,106.2,112,85.5,1,66.1,115,0.031,91,10.06,5,108.6,5,98.6,9,0.11,149,4
Marquette,2012,1266,1985,2021,Z03,18,Marquette,BE,27-8,20.22,111.5,40,91.3,14,70,15,0.042,67,8.24,20,106.6,39,98.3,6,-0.95,187,3
Duke,2012,1181,1985,2021,Y02,19,Duke,ACC,27-7,19.7,117.7,8,98,79,66.4,108,0.057,45,8.18,22,107.3,25,99.1,23,7.68,17,2
New Mexico,2012,1307,1985,2021,Z05,20,New Mexico,MWC,28-7,19.45,110.8,51,91.4,15,65.5,141,0.003,165,2.65,106,103.9,122,101.3,100,-4.16,273,5
Gonzaga,2012,1211,1985,2021,W07,21,Gonzaga,WCC,26-7,18.39,113.1,30,94.7,33,64.8,183,-0.018,218,2.08,116,104.9,81,102.8,158,1.05,126,7
Michigan,2012,1276,1985,2021,X04,22,Michigan,B10,24-10,17.52,114.3,19,96.8,56,60.1,330,0.058,42,10.65,2,109,2,98.3,4,-0.11,161,4
Kansas St,2012,1243,1985,2021,W08,23,Kansas St.,B12,22-11,17.52,109.8,59,92.3,18,66.5,97,-0.024,231,7.98,28,107,28,99.1,21,-3.29,251,8
Florida St,2012,1199,1985,2021,W03,24,Florida St.,ACC,25-10,17.14,107.6,89,90.4,10,66.6,95,0.034,80,7.54,29,106.9,33,99.4,26,0.82,132,3
Belmont,2012,1125,2000,2021,X14,25,Belmont,ASun,27-8,16.96,117.1,9,100.1,121,67.2,72,-0.017,214,-0.32,162,103.4,148,103.7,182,4.69,44,14
Iowa St,2012,1235,1985,2021,Y08,26,Iowa St.,B12,23-11,16.69,113.9,24,97.2,66,65.8,128,-0.004,184,7.22,32,107,30,99.8,39,-4.08,271,8
Alabama,2012,1104,1985,2021,X09,27,Alabama,SEC,21-12,16.69,106.1,115,89.5,6,61.9,302,-0.067,314,7.07,35,107.4,18,100.3,57,3.98,62,9
Creighton,2012,1166,1985,2021,X08,28,Creighton,MVC,29-6,16.47,119.2,5,102.7,166,65.9,125,0.079,20,3.79,84,104.9,79,101.1,87,-0.47,173,8
California,2012,1143,1985,2021,X12a,29,California,P12,24-10,16.37,111.3,43,94.9,38,65.7,135,-0.007,192,3.61,89,104.5,98,100.9,79,-1.83,210,12
Purdue,2012,1345,1985,2021,X10,30,Purdue,B10,22-13,16.25,116.2,10,99.9,114,64.3,204,-0.003,179,8.81,8,108.4,9,99.6,32,-2.64,234,10
Cincinnati,2012,1153,1985,2021,W06,31,Cincinnati,BE,26-11,16.03,109.5,62,93.5,22,62.9,272,0.023,115,6.9,39,105.7,61,98.8,10,-9.17,338,6
Texas,2012,1400,1985,2021,W11,32,Texas,B12,20-14,15.9,112.9,31,97,64,64.9,176,-0.065,311,8.45,14,107.8,11,99.4,27,-1.52,198,11
Virginia,2012,1438,1985,2021,Z10,33,Virginia,ACC,22-10,15.85,105.2,133,89.3,5,59.3,339,-0.024,237,4.05,76,105,75,101,82,-5.7,308,10
St Mary's CA,2012,1388,1985,2021,X07,34,Saint Mary's,WCC,27-6,15.48,114.3,20,98.8,91,63.4,258,0.036,78,0.17,150,104.1,116,103.9,192,-2.17,217,7
Murray St,2012,1293,1985,2021,Z06,35,Murray St.,OVC,31-2,15.34,108.5,80,93.2,20,65,172,0.031,92,-2.34,209,102.9,162,105.2,269,3.63,69,6
Long Beach St,2012,1253,1985,2021,Z12,36,Long Beach St.,BW,25-9,15.27,111.7,38,96.4,53,66.4,109,-0.047,274,1.25,127,104,118,102.8,156,14.84,2,12
UNLV,2012,1424,1985,2021,Y06,37,UNLV,MWC,26-9,14.97,109.2,67,94.2,27,68.7,31,0.006,158,3.54,91,104.5,100,100.9,80,-0.24,164,6
Connecticut,2012,1163,1985,2021,Y09,38,Connecticut,BE,20-14,14.53,111.3,42,96.8,57,63,270,-0.032,255,8.25,19,107.3,21,99.1,22,-0.46,172,9
Temple,2012,1396,1985,2021,X05,39,Temple,A10,24-8,14.49,113.3,28,98.9,92,65.9,126,0.055,47,6.1,45,106.5,40,100.4,59,6.2,27,5
Harvard,2012,1217,1985,2020,W12,41,Harvard,Ivy,26-5,14.34,108.8,72,94.4,29,60.7,325,0.027,99,-0.87,175,101.4,245,102.2,134,0.65,138,12
Notre Dame,2012,1323,1985,2021,Y07,42,Notre Dame,BE,22-12,14.22,110.9,50,96.7,55,60.2,329,0.032,87,6.94,37,106.4,42,99.4,28,-4.28,277,7
NC State,2012,1301,1985,2021,X11,43,N.C. State,ACC,24-13,14.22,112.1,32,97.9,78,67,83,-0.004,183,6.22,43,105.9,53,99.7,36,1.18,119,11
West Virginia,2012,1452,1985,2021,W10,44,West Virginia,BE,19-14,13.56,111.4,41,97.9,77,64,226,-0.019,221,8.32,17,107.3,24,99,17,2.04,96,10
VCU,2012,1433,1985,2021,Y12,46,VCU,CAA,29-7,13.45,106.9,96,93.5,23,65,173,0.024,109,0.53,143,101.9,213,101.4,105,1.9,99,12
South Florida,2012,1378,1985,2021,X12b,48,South Florida,BE,22-14,13.13,103.9,151,90.8,13,58.5,343,0.04,72,8.17,23,107.2,26,99,20,1.27,116,12
BYU,2012,1140,1985,2021,Z14a,50,BYU,WCC,26-9,12.79,106.3,111,93.5,21,72.6,5,0.02,123,1.31,125,105.1,72,103.8,188,0.38,145,14
Xavier,2012,1462,1985,2021,Y10,53,Xavier,A10,23-13,12.59,108.7,74,96.1,49,66.4,104,0.031,89,7.24,31,107.4,20,100.1,48,4.56,47,10
Iona,2012,1233,1985,2021,Z14b,54,Iona,MAAC,25-8,12.26,115.5,15,103.2,181,70,17,-0.011,197,-1.04,178,102.6,177,103.7,181,4.87,42,14
Ohio,2012,1325,1985,2021,X13,57,Ohio,MAC,29-8,11.88,106.6,102,94.7,32,66,121,0.022,116,0.8,139,103.6,135,102.8,157,-2.97,242,13
St Bonaventure,2012,1382,1985,2021,W14,60,St. Bonaventure,A10,20-12,11.78,110.6,53,98.9,93,63,269,-0.024,235,3.83,83,104.9,83,101.1,84,0.1,150,14
S Dakota St,2012,1355,2006,2021,Y14,61,South Dakota St.,Sum,27-8,11.62,113.7,26,102.1,152,64.8,182,0.03,93,-1.92,198,103.2,152,105.1,259,2.04,97,14
New Mexico St,2012,1308,1985,2021,Y13,65,New Mexico St.,WAC,26-10,11.22,109.3,65,98.1,81,69.4,23,-0.041,266,-0.88,176,103.4,144,104.3,213,-0.87,185,13
San Diego St,2012,1361,1985,2021,X06,66,San Diego St.,MWC,26-8,11.16,107,95,95.8,44,65.8,130,0.059,39,3.33,94,104.8,84,101.5,109,-3.76,259,6
Southern Miss,2012,1379,1985,2021,W09,68,Southern Miss,CUSA,25-9,10.83,111.2,44,100.4,125,63.8,238,0.041,68,4.41,69,104.7,90,100.3,51,2.32,90,9
Davidson,2012,1172,1985,2021,Z13,71,Davidson,SC,25-8,10.65,112,33,101.4,141,67.4,65,0.008,151,-3,230,101.5,239,104.5,229,8.78,11,13
Lehigh,2012,1250,1985,2021,Y15,79,Lehigh,Pat,27-8,9.29,108.6,76,99.3,96,67.6,56,-0.026,239,-5.57,300,100.3,293,105.8,295,-5.17,299,15
Colorado,2012,1160,1985,2021,Y11,81,Colorado,P12,24-12,8.89,104.8,137,95.9,46,65.1,170,0.081,19,5.35,59,105.7,57,100.4,58,0.06,154,11
Colorado St,2012,1161,1985,2021,Z11,88,Colorado St.,MWC,20-12,8.17,111.9,35,103.7,189,63.6,250,0.075,21,4.39,70,104.7,87,100.3,56,0.85,131,11
Montana,2012,1285,1985,2021,W13,104,Montana,BSky,25-7,6.76,103.7,155,96.9,63,64.2,211,0.064,31,-5.3,294,102.5,183,107.8,344,-0.72,181,13
Lamar,2012,1249,1985,2021,X16a,108,Lamar,Slnd,23-12,6.33,107.6,88,101.3,138,66,123,-0.028,246,-3.98,252,99.4,310,103.4,173,5.21,37,16
UNC Asheville,2012,1421,1987,2021,W16,114,UNC Asheville,BSth,24-10,5.5,110.4,55,104.9,219,68.2,39,-0.001,173,-4.12,261,101.8,221,105.9,303,7.91,16,16
Detroit,2012,1178,1985,2021,X15,115,Detroit,Horz,22-14,5.48,108.1,82,102.6,164,67.1,76,-0.008,193,0.35,144,102.2,202,101.8,120,1.14,120,15
Vermont,2012,1436,1985,2021,X16b,118,Vermont,AE,24-12,5.17,105.3,131,100.1,119,61.9,300,-0.024,236,-5.44,296,99.1,319,104.6,232,-1.55,201,16
Loyola MD,2012,1259,1985,2021,W15,129,Loyola MD,MAAC,24-9,3.91,103.9,150,100,116,63.6,251,0.114,6,-2.7,223,101.8,224,104.5,227,-0.69,180,15
LIU Brooklyn,2012,1254,1985,2021,Z16,162,LIU Brooklyn,NEC,25-9,0.75,108.7,75,107.9,272,73.4,2,0.117,5,-5.25,291,99.8,306,105,256,-2.27,225,16
Norfolk St,2012,1313,1998,2021,Z15,183,Norfolk St.,MEAC,26-10,-1.82,100.9,211,102.7,165,66.6,93,0.189,1,-6.31,313,100.3,292,106.6,324,1.39,112,15
WKU,2012,1443,1985,2021,Y16b,193,Western Kentucky,SB,16-19,-2.67,97.8,264,100.5,127,67.9,47,0.083,18,0,156,102.3,198,102.3,140,2.63,87,16
MS Valley St,2012,1290,1985,2021,Y16a,237,Mississippi Valley St.,SWAC,21-13,-6.3,98,260,104.2,200,68.9,29,0.125,3,-8.67,336,96.5,337,105.2,268,14.37,3,16
Louisville,2013,1257,1985,2021,Y01,1,Louisville,BE,35-5,32.92,117.7,7,84.8,1,65.8,116,-0.016,230,10.23,7,107.4,11,97.2,6,2.15,100,1
Florida,2013,1196,1985,2021,X03,2,Florida,SEC,29-8,31.18,117.2,9,86,3,61.9,280,-0.089,332,7,41,105.6,63,98.6,36,4.09,62,3
Indiana,2013,1231,1985,2021,W01,3,Indiana,B10,29-7,29.31,120.8,2,91.5,19,66,105,-0.021,239,8.86,17,106.7,23,97.8,14,-5.16,294,1
Michigan,2013,1276,1985,2021,X04,4,Michigan,B10,31-8,27.86,121.9,1,94,37,64,198,-0.007,197,11.13,3,108.2,5,97,3,-3.09,257,4
Gonzaga,2013,1211,1985,2021,Z01,5,Gonzaga,WCC,32-3,27.81,120.5,3,92.7,30,63.3,232,0.026,116,4.37,87,105.4,75,101,102,5.03,39,1
Duke,2013,1181,1985,2021,Y02,6,Duke,ACC,30-6,26.98,119.1,4,92.1,26,66.7,75,0.033,97,9.95,10,108.4,4,98.5,29,6.85,18,2
Ohio St,2013,1326,1985,2021,Z02,7,Ohio St.,B10,29-8,25.42,115.1,14,89.7,9,63.6,218,0.02,135,10.18,9,107.3,12,97.1,5,-5.53,302,2
Kansas,2013,1242,1985,2021,X01,8,Kansas,B12,31-6,25.23,112.7,27,87.5,5,66.4,86,0.01,153,7.05,40,106.8,19,99.8,66,2.64,87,1
Syracuse,2013,1393,1985,2021,W04,9,Syracuse,BE,30-10,24.83,113.1,26,88.3,6,63.1,235,-0.004,188,9.46,11,106.8,20,97.4,9,-4.44,282,4
Michigan St,2013,1277,1985,2021,Y03,10,Michigan St.,B10,27-9,24.17,112.6,29,88.5,7,63.1,238,0.001,174,11.91,1,108.8,2,96.9,2,-0.75,183,3
Pittsburgh,2013,1338,1985,2021,Z08,11,Pittsburgh,BE,24-9,24.08,115.6,12,91.5,21,59.3,337,-0.058,304,4.52,84,104.9,89,100.4,87,-9.69,340,8
Wisconsin,2013,1458,1985,2021,Z05,12,Wisconsin,B10,23-12,22.57,108.3,73,85.7,2,60.4,319,-0.033,268,11.08,4,108.8,1,97.7,12,-3.2,262,5
Miami FL,2013,1274,1986,2021,W02,13,Miami FL,ACC,29-7,22.37,113.6,22,91.3,18,61.9,281,0.028,108,8.41,20,107.7,9,99.3,54,4.96,42,2
Arizona,2013,1112,1985,2021,Z06,14,Arizona,P12,27-8,21.88,115.4,13,93.5,32,65.5,133,-0.012,214,7.99,24,106.4,29,98.5,27,1.45,116,6
Creighton,2013,1166,1985,2021,Y07,15,Creighton,MVC,28-8,21.75,118.3,5,96.5,66,63.8,211,-0.009,208,5.73,67,105.5,74,99.7,65,1.63,113,7
Georgetown,2013,1207,1985,2021,X02,16,Georgetown,BE,25-7,21.24,107.6,80,86.4,4,61.2,300,0.038,82,7.42,33,106.3,34,98.9,43,-6.15,312,2
Wichita St,2013,1455,1985,2021,Z09,17,Wichita St.,MVC,30-9,20.31,111.8,35,91.5,20,63.8,208,-0.002,185,6.71,51,106.9,17,100.2,79,0.17,152,9
VCU,2013,1433,1985,2021,X05,18,VCU,A10,27-9,20.28,114,20,93.7,36,66.4,91,0.002,171,5.09,76,105.8,56,100.7,97,-0.22,161,5
St Louis,2013,1387,1985,2021,Y04,19,Saint Louis,A10,28-7,20.01,108.6,71,88.6,8,63.8,213,0,179,3.91,97,104.5,101,100.6,91,-3.98,273,4
Minnesota,2013,1278,1985,2021,X11,20,Minnesota,B10,21-13,19.85,114.8,16,95,46,62.3,274,-0.036,273,11.22,2,108.5,3,97.3,7,2.07,103,11
St Mary's CA,2013,1388,1985,2021,Y11b,21,Saint Mary's,WCC,28-7,19.33,116.1,11,96.8,73,62.9,246,0.023,122,3.18,109,104.9,92,101.7,117,-0.49,172,11
Colorado St,2013,1161,1985,2021,Y08,22,Colorado St.,MWC,26-9,19.12,117.9,6,98.8,104,63.8,210,0.02,133,7.17,37,105.8,57,98.6,32,-0.49,173,8
New Mexico,2013,1307,1985,2021,Z03,23,New Mexico,MWC,29-6,19.02,109.9,53,90.9,16,63.7,214,0.073,27,7.98,25,106.4,31,98.4,25,4.42,51,3
Oklahoma St,2013,1329,1985,2021,Y05,24,Oklahoma St.,B12,24-9,18.69,109,66,90.3,14,66.1,104,-0.016,229,6.38,57,106.8,22,100.4,86,-2.26,235,5
Missouri,2013,1281,1985,2021,Y09,25,Missouri,SEC,23-11,18.53,114.9,15,96.4,63,66.3,93,-0.032,263,5.62,70,105.1,83,99.5,59,-2.02,225,9
Marquette,2013,1266,1985,2021,W03,26,Marquette,BE,26-9,18.32,113.2,24,94.9,45,63.3,230,0.09,11,9.28,13,105.9,49,96.6,1,-1.14,196,3
Kansas St,2013,1243,1985,2021,Z04,27,Kansas St.,B12,27-8,18.16,113.5,23,95.3,52,61.4,296,0.051,51,6.82,47,106.1,38,99.3,55,-3.29,264,4
Iowa St,2013,1235,1985,2021,Z10,30,Iowa St.,B12,23-12,17.63,117.5,8,99.8,123,68.3,30,-0.046,288,6.74,50,105.5,71,98.7,40,-3.12,258,10
San Diego St,2013,1361,1985,2021,X07,31,San Diego St.,MWC,23-11,17.43,107.7,78,90.3,13,65.5,132,-0.049,294,7.65,29,106.6,24,98.9,45,1.92,106,7
North Carolina,2013,1314,1985,2021,X08,32,North Carolina,ACC,25-11,17.14,112.2,31,95.1,47,69.6,12,0.038,86,8.57,19,106.6,25,98,17,-0.95,189,8
NC State,2013,1301,1985,2021,W08,33,N.C. State,ACC,24-11,16.99,116.8,10,99.8,122,66.8,69,-0.032,259,6.54,53,106.1,40,99.5,61,-0.36,167,8
Mississippi,2013,1279,1985,2021,Z12,34,Mississippi,SEC,27-9,16.95,112.3,30,95.3,51,69.2,19,-0.011,213,3.19,108,103.4,131,100.2,80,-7.55,326,12
Oregon,2013,1332,1985,2021,Y12,35,Oregon,P12,28-9,16.78,106.6,105,89.8,11,67.9,37,0.052,47,5.92,62,105.1,84,99.2,50,-8.08,332,12
Notre Dame,2013,1323,1985,2021,Z07,36,Notre Dame,BE,25-10,16.65,114.6,17,97.9,86,60.3,320,0.046,62,6.53,54,105.1,82,98.6,34,-6.61,318,7
Memphis,2013,1272,1985,2021,Y06,37,Memphis,CUSA,31-5,16.33,107.3,85,91,17,68.3,31,0.056,39,1.9,120,104.8,93,102.9,161,0.43,138,6
UNLV,2013,1424,1985,2021,W05,38,UNLV,MWC,25-10,16.07,106,115,90,12,67.9,42,-0.015,226,6.23,59,106.1,37,99.9,70,-0.28,162,5
Illinois,2013,1228,1985,2021,W07,39,Illinois,B10,23-13,15.82,110.6,46,94.8,44,64.6,180,0.042,71,10.84,5,108.1,6,97.3,8,-0.8,185,7
Cincinnati,2013,1153,1985,2021,Y10,40,Cincinnati,BE,22-12,15.57,105.9,118,90.4,15,63,243,-0.012,215,7.31,35,105.6,66,98.3,23,-5.68,304,10
Butler,2013,1139,1985,2021,W06,42,Butler,A10,27-9,15.41,110.5,47,95.1,48,63.6,217,0.087,14,7.53,30,106.8,21,99.3,53,4.18,57,6
Belmont,2013,1125,2000,2021,Z11,43,Belmont,OVC,26-7,14.92,111.6,37,96.6,69,65.9,114,0.013,144,-0.74,157,103.8,118,104.6,244,5.39,33,11
Colorado,2013,1160,1985,2021,W10,45,Colorado,P12,21-12,14.62,106.5,109,91.9,23,63.7,215,0.029,104,9.15,15,107.3,13,98.1,18,3.8,67,10
UCLA,2013,1417,1985,2021,X06,46,UCLA,P12,25-10,14.53,111.1,42,96.6,67,68.1,35,0.068,32,8.06,22,105.9,44,97.9,16,0.43,139,6
La Salle,2013,1247,1985,2021,Z13b,50,La Salle,A10,24-10,13.89,111.8,34,98,87,64.6,177,0.051,50,5.67,68,105.8,53,100.1,77,-0.5,174,13
Oklahoma,2013,1328,1985,2021,X10,51,Oklahoma,B12,20-12,13.8,111.1,41,97.3,80,65.2,141,0.004,166,7.8,27,106.4,30,98.6,31,2.47,91,10
Villanova,2013,1437,1985,2021,X09,53,Villanova,BE,20-14,13.57,106.3,113,92.7,29,66.4,88,0.011,150,9.41,12,106.5,27,97.1,4,0.3,143,9
Boise St,2013,1129,1985,2021,Z13a,54,Boise St.,MWC,21-11,13.54,113.2,25,99.7,119,64.8,166,0.004,165,6.74,49,105.9,45,99.2,52,-1.38,205,13
California,2013,1143,1985,2021,W12,56,California,P12,21-12,13.11,107.3,88,94.2,39,64.9,159,0.041,77,8.35,21,106,43,97.6,10,2.12,101,12
Bucknell,2013,1137,1985,2021,W11,58,Bucknell,Pat,28-6,12.72,107.3,87,94.6,43,61.9,282,-0.014,220,-1.72,178,102.4,160,104.1,223,2.78,84,11
Temple,2013,1396,1985,2021,W09,59,Temple,A10,24-10,12.67,111.3,39,98.6,100,65.6,121,0.038,87,5.48,72,105.7,58,100.2,82,0.82,130,9
Akron,2013,1103,1985,2021,X12,62,Akron,MAC,26-7,11.52,106.8,101,95.2,50,65.2,140,0.085,17,-0.35,147,102.4,157,102.7,150,0.28,147,12
Valparaiso,2013,1434,1985,2021,Y14,65,Valparaiso,Horz,26-8,11.42,110.7,44,99.3,111,64.3,188,0.021,130,-1.5,173,101.5,207,103,168,-3.18,261,14
Davidson,2013,1172,1985,2021,W14,66,Davidson,SC,26-8,11.36,112.1,32,100.7,136,63.9,205,-0.002,186,-5.09,269,100.3,266,105.4,283,6.42,23,14
New Mexico St,2013,1308,1985,2021,Y13,88,New Mexico St.,WAC,24-11,7.68,104.7,137,97.1,76,63.8,212,0.039,78,0.36,138,102.7,148,102.3,135,3.94,64,13
Iona,2013,1233,1985,2021,Z15,89,Iona,MAAC,20-14,7.45,114.4,18,106.9,256,69.7,10,-0.07,317,0.94,129,102.4,159,101.4,111,4.09,61,15
Harvard,2013,1217,1985,2020,Z14,93,Harvard,Ivy,20-10,7.07,108.1,74,101.1,140,63.3,229,0.037,89,0.6,133,102.8,145,102.2,126,5.07,38,14
S Dakota St,2013,1355,2006,2021,X13,96,South Dakota St.,Sum,25-10,6.79,112,33,105.2,223,62.6,261,0.03,103,-3.31,231,102,174,105.3,280,4.11,59,13
FL Gulf Coast,2013,1195,2008,2021,X15,105,Florida Gulf Coast,ASun,26-11,6.27,104.9,136,98.6,99,67.9,41,0.039,79,-2.79,213,101.3,215,104.1,221,4.57,48,15
Pacific,2013,1334,1985,2021,W15,128,Pacific,BW,22-13,3.96,106.1,114,102.2,158,62.2,275,0.074,26,0.86,130,104.2,111,103.3,187,9.06,7,15
Northwestern LA,2013,1322,1985,2021,X14,138,Northwestern St.,Slnd,23-9,2.82,106.6,106,103.8,195,71.9,1,0.075,25,-3.56,235,99.6,297,103.2,179,8.11,12,14
Montana,2013,1285,1985,2021,W13,145,Montana,BSky,25-7,2.14,104.9,134,102.8,173,62.7,253,0.175,1,-5.21,276,101.8,186,107,337,8.71,10,13
SUNY Albany,2013,1107,2000,2021,Y15,150,Albany,AE,24-11,1.36,102.6,171,101.3,144,61.7,289,0.082,18,-5.19,275,98.6,318,103.8,210,-6.61,319,15
Southern Univ,2013,1380,1985,2021,Z16,162,Southern,SWAC,23-10,0.5,99.3,231,98.8,103,63.4,222,-0.031,257,-11.47,347,95.2,347,106.7,331,4.12,58,16
WKU,2013,1443,1985,2021,X16,173,Western Kentucky,SB,20-16,-0.41,101.8,188,102.2,157,64.6,179,0.029,105,-2.47,199,100.9,235,103.3,186,3.24,75,16
James Madison,2013,1241,1985,2021,W16a,182,James Madison,CAA,21-15,-0.92,100.2,218,101.1,141,62.9,248,0.063,34,-3.42,233,101.9,180,105.3,279,-4.5,283,16
LIU Brooklyn,2013,1254,1985,2021,W16b,192,LIU Brooklyn,NEC,20-14,-2.13,110.5,48,112.6,327,67.3,57,0.015,142,-6.79,312,99.3,309,106,313,-5.01,292,16
NC A&T,2013,1299,1985,2021,Y16b,227,North Carolina A&T,MEAC,20-17,-5.3,93.2,311,98.5,96,65.5,134,0.037,90,-6.98,318,97.2,329,104.2,229,-1.55,211,16
Liberty,2013,1251,1989,2021,Y16a,266,Liberty,BSth,15-21,-9.38,101.3,196,110.6,312,64.4,186,-0.034,271,-6.47,308,99.4,306,105.8,309,-0.41,171,16
MTSU,2013,1292,1985,2021,Y11a,302,Montana St.,BSky,13-17,-13.38,100.4,213,113.8,336,64.8,168,0.032,99,-8.38,335,99.2,311,107.5,345,-5.82,307,
Louisville,2014,1257,1985,2021,Y04,1,Louisville,Amer,31-6,30.41,118.9,7,88.5,5,67.2,60,-0.045,278,4.31,95,107,100,102.7,93,-4.65,295,4
Arizona,2014,1112,1985,2021,Z01,2,Arizona,P12,33-5,30.11,116.5,20,86.4,1,62.8,272,0.014,151,9.3,17,109.9,20,100.6,18,1.62,113,1
Florida,2014,1196,1985,2021,X01,3,Florida,SEC,36-3,28.57,116.5,19,88,3,61.3,318,0.053,68,9.02,22,109.4,32,100.4,14,2.39,94,1
Virginia,2014,1438,1985,2021,W01,4,Virginia,ACC,30-7,26.46,114.8,27,88.3,4,59.5,345,0.012,154,8.67,28,109.4,31,100.8,27,1.57,114,1
Wisconsin,2014,1458,1985,2021,Z02,5,Wisconsin,B10,30-8,25.89,122,4,96.1,35,62.4,286,0.019,133,11.44,3,110.2,13,98.8,2,3.33,68,2
Wichita St,2014,1455,1985,2021,Y01,6,Wichita St.,MVC,35-1,25.36,117.8,17,92.4,11,63.5,243,-0.009,205,1.04,125,105.8,119,104.8,144,2.89,79,1
Kansas,2014,1242,1985,2021,X02,7,Kansas,B12,25-10,24.6,119.3,6,94.7,22,66.6,83,-0.051,295,12.13,1,112.2,1,100,7,9.47,11,2
Duke,2014,1181,1985,2021,Y03,8,Duke,ACC,26-9,24.25,124.7,1,100.4,86,64.6,179,-0.035,255,8.76,25,109.2,34,100.5,17,2.4,93,3
Michigan St,2014,1277,1985,2021,W04,9,Michigan St.,B10,29-9,23.92,118.6,13,94.7,21,64.4,188,-0.003,192,10.44,6,110.2,15,99.7,5,0.57,144,4
Tennessee,2014,1397,1985,2021,Y11b,10,Tennessee,SEC,24-13,23.69,117.9,15,94.2,19,61.6,313,-0.099,341,8.12,36,108.9,46,100.8,29,1.46,115,11
Villanova,2014,1437,1985,2021,W02,11,Villanova,BE,29-5,23.68,116.3,21,92.6,12,66,103,0.075,30,7.47,49,110.1,18,102.6,90,2.61,87,2
Michigan,2014,1276,1985,2021,Y02,12,Michigan,B10,28-9,23.44,123.9,3,100.5,89,61,330,0.047,76,11.65,2,110.3,12,98.6,1,0.62,142,2
Kentucky,2014,1246,1985,2021,Y08,13,Kentucky,SEC,29-11,22.55,118.3,14,95.8,32,64,217,-0.025,240,10.73,5,110.5,7,99.8,6,4.19,60,8
UCLA,2014,1417,1985,2021,X04,14,UCLA,P12,28-9,22.53,118.7,11,96.1,37,68.4,33,-0.019,224,7.63,43,109.1,39,101.5,58,-3.26,262,4
Connecticut,2014,1163,1985,2021,W07,15,Connecticut,Amer,32-8,22.13,113.6,39,91.5,10,63.2,254,0.08,23,9.43,13,109.7,24,100.3,11,0.91,134,7
Pittsburgh,2014,1338,1985,2021,X09,16,Pittsburgh,ACC,26-10,21.89,116.9,18,95,25,62.2,295,-0.038,264,7.62,44,108,69,100.4,13,-3.66,275,9
Creighton,2014,1166,1985,2021,Z03,17,Creighton,BE,27-8,21.72,124.2,2,102.5,124,63.6,237,0.024,128,7.5,48,108.5,58,101,35,1.31,122,3
Syracuse,2014,1393,1985,2021,X03,18,Syracuse,ACC,28-6,21.62,114.6,28,93,13,59.6,344,0.016,141,7.23,55,109.4,33,102.2,74,-1.01,189,3
Ohio St,2014,1326,1985,2021,X06,19,Ohio St.,B10,25-10,21.3,109.3,103,88,2,64,218,-0.043,275,7.8,39,109.2,36,101.4,50,-3.36,267,6
Iowa St,2014,1235,1985,2021,W03,20,Iowa St.,B12,28-8,21.07,118.9,9,97.8,55,70.2,12,0.064,42,10.77,4,111.1,2,100.4,12,1.44,117,3
Oklahoma St,2014,1329,1985,2021,Z09,21,Oklahoma St.,B12,21-13,20.98,115.9,22,95,24,67.2,59,-0.11,343,9.06,21,109.9,19,100.8,28,-1.15,194,9
Iowa,2014,1234,1985,2021,Y11a,22,Iowa,B10,20-13,20.44,120.2,5,99.8,77,68.6,29,-0.116,347,8.35,32,108.6,55,100.2,10,-6.19,318,11
San Diego St,2014,1361,1985,2021,Z04,23,San Diego St.,MWC,31-5,20.38,110.4,86,90,7,62.3,294,0.067,37,5.18,79,108,68,102.8,96,2.71,86,4
Gonzaga,2014,1211,1985,2021,Z08,24,Gonzaga,WCC,29-7,20.14,114,35,93.8,18,65,154,0.016,146,5.05,83,109,42,103.9,110,2.2,100,8
VCU,2014,1433,1985,2021,X05,25,VCU,A10,26-9,19.8,109.2,106,89.4,6,68.9,22,-0.058,308,5.45,77,107.4,88,102,66,1.33,118,5
Baylor,2014,1124,1985,2021,Z06,26,Baylor,B12,26-12,19.39,118.9,10,99.5,70,61.3,319,0.012,157,10.31,7,111,3,100.6,20,-0.36,171,6
Cincinnati,2014,1153,1985,2021,W05,27,Cincinnati,Amer,27-7,19.24,109.7,98,90.4,9,61.1,328,0.036,97,4.72,92,107.3,93,102.6,88,-4.57,294,5
Oregon,2014,1332,1985,2021,Z07,28,Oregon,P12,24-10,19.02,118.9,8,99.9,79,67.5,50,-0.037,262,7.39,50,109.1,37,101.8,62,-1.18,197,7
North Carolina,2014,1314,1985,2021,W06,29,North Carolina,ACC,24-10,18.44,112.6,48,94.2,20,69.2,18,0,186,8.83,23,110.5,9,101.6,60,1.31,121,6
